addr,house_sale_price,latitude,longitude
6218 S VERNON AVE,240000.0,41.781437,-87.614713545398
1316 W 77TH ST,142000.0,41.75418382565774,-87.65603733224665
8354 S KOMENSKY AVE,130000.0,41.7405682,-87.72314789578346
4016 N BERNARD ST,570000.0,41.95438905,-87.71445207495161
1728 ELM AVE,250000.0,41.7008509,-87.770447
19105 SHERMAN ST,134000.0,41.880247,-88.2117092
3636 HAWTHORNE ST,149000.0,41.94456508337907,-87.87449308895265
5719 S ROCKWELL ST,194900.0,41.78951095,-87.68852021482144
4920 N LEAVITT ST,674525.0,41.97116305,-87.68439672364406
7131 31ST ST,376000.0,41.4824261,-87.6438229
6038 N OVERHILL AVE,330000.0,41.9898246,-87.82001680533287
5511 N RAVENSWOOD AVE,405000.0,41.98201105,-87.67431798871965
633 E 102ND PL,62900.0,41.7081342,-87.6075601712502
633 E 102ND PL,20000.0,41.7081342,-87.6075601712502
11709 S KOMENSKY AVE,192000.0,41.68005279524168,-87.72097968293176
2529 N MOZART ST,850000.0,41.92749325,-87.69845810464481
3745 N KEELER AVE,675000.0,41.94941275,-87.73197090357117
4937 S KEDVALE AVE,192800.0,41.80305235,-87.72689153670208
751 S KOLMAR AVE,67000.0,41.8709008,-87.73869593238868
3031 N NATOMA AVE,350000.0,41.935540450000005,-87.79157107439302
560 LAKEVIEW LN,199000.0,41.9439185,-87.6540759
934 N NOBLE ST,244094.488188976,41.89905055,-87.66293028803807
3363 S RACINE AVE,400000.0,41.832488,-87.65555597849914
18422 WILDWOOD AVE,130000.0,42.00469075,-87.77592449680378
5205 W PALMER ST,405000.0,41.92052181749386,-87.75745023547918
1220 W MELROSE ST,1417500.0,41.94094255,-87.65992047525305
1759 N WILMOT AVE,2265000.0,41.9138914,-87.68075496443299
5223 W WINONA ST,347000.0,41.9741083,-87.75868401172119
939 N WESTERN AVE,805000.0,41.89874455,-87.68657507381869
6307 N RICHMOND ST,410000.0,41.9960312,-87.70290378299453
2543 W 71ST ST,85000.0,41.764463449999994,-87.68746771570035
6401 S CAMPBELL AVE,67000.0,41.777271299999995,-87.68577938131409
12504 S LOOMIS ST,22000.0,41.8414435,-87.6573761
7118 S MAPLEWOOD AVE,102500.0,41.76404705,-87.68716307455358
7118 S MAPLEWOOD AVE,225000.0,41.76404705,-87.68716307455358
5719 S BLACKSTONE AVE,850000.0,41.7909391,-87.58989128009708
5227 S MASSASOIT AVE,245000.0,41.7973169,-87.7658463203309
15421 MAPLE CT,222000.0,45.824034,-91.894097
3254 W MONTROSE AVE,415000.0,41.96140695,-87.71041868518518
2151 W CORTEZ ST,810000.0,41.9001267,-87.68162972600402
6545 S EBERHART AVE,53000.0,41.77532275,-87.6128377827009
4231 W GRENSHAW ST,120000.0,41.86676825,-87.7313302
934 N NOBLE ST,375905.511811024,41.89905055,-87.66293028803807
1236 N PARKSIDE AVE,80000.0,41.90325275,-87.76718938240741
4505 N NEW ENGLAND AVE,360000.0,41.96309357270864,-87.80000793289412
7712 S NORMAL AVE,14500.0,41.753945849999994,-87.63715466088264
3631 N HOYNE AVE,250000.0,41.94780835,-87.68075407382686
712 N LEAMINGTON AVE,290000.0,41.8934701,-87.75460418888889
2542 S SAINT LOUIS AVE,190000.0,41.844922350000004,-87.71261375585132
7318 W 114TH PL,169789.0,41.6849069,-87.7125392
5639 N KOLMAR AVE,525000.0,41.9837898,-87.74163243933725
14327 S YATES AVE,165000.0,41.7181354,-87.564644
6233 N SAINT LOUIS AVE,975000.0,41.99478925,-87.71622779832234
1930 HARRISON ST,760000.0,41.88142,-88.213633
1930 HARRISON ST,285000.0,41.88142,-88.213633
6603 W 64TH PL,385000.0,41.7746693,-87.78630335
1118 N RIDGEWAY AVE,115000.0,41.901509149999995,-87.72043111738411
5812 N NAVARRE AVE,280000.0,41.98790045,-87.78911965694576
104 E WILLOW ST,280000.0,41.9379764,-87.8554076
749 ELM ST,272500.0,45.82903203155326,-91.89595340414782
9222 S KINGSTON AVE,115000.0,41.7273957,-87.56234496028571
2309 N 73RD CT,145000.0,41.9292673,-87.8101006
